Objekt,Date,Sign,CleaningType,DateTime
BBT 320,2018-08-27,jircec,Lutdisk,2018-08-27 13:40
BBT 324,2018-08-22,normar,Syradisk,2018-08-22 09:27
BBT 307,2018-08-22,normar,Syradisk,2018-08-22 13:32
BBT 307,2018-08-28,arafre,Lutdisk,2018-08-28 08:33
BBT 323,2018-08-28,jakgun,Lutdisk,2018-08-28 18:27
T34,2018-08-28,jakgun,Syradisk,2018-08-28 19:40
BBT 304,2018-08-28,karing,Lutdisk,2018-08-28 23:25
BBT 325,2018-08-29,karing,Syradisk,2018-08-29 00:40
BBT 315,2018-08-30,jakgun,Syradisk,2018-08-30 14:00
BBT 322,2018-08-27,andhan,Syradisk,2018-08-27 18:14
BBT 310,2018-08-28,arafre,Syradisk,2018-08-28 07:11
BBT 308,2018-08-30,jakgun,Syradisk,2018-08-30 16:32
BBT 313,2018-08-31,karing,Syradisk,2018-08-31 03:41
BBT 309,2018-08-31,jircec,Syradisk,2018-08-31 07:11
BBT 308,2018-08-31,andhan,Lutdisk,2018-08-31 17:22
BBT 320,2018-08-31,andhan,Lutdisk,2018-08-31 19:21
Maltax,2018-08-31,andhan,Rengjord,2018-08-31 23:48
Filtret-Veckoavslut,2018-09-02,jakgun,Lutsterilning,2018-09-02 10:17
T45,2018-09-01,andhan,Syradisk,2018-09-01 00:36
BBT 307,2018-09-02,jakgun,Syradisk,2018-09-02 16:52
T34,2018-09-01,andhan,Lutdisk,2018-09-01 01:21
BBT 318,2018-09-02,jakgun,Syradisk,2018-09-02 12:20
BBT 312,2018-09-02,jakgun,Lutdisk,2018-09-02 18:12
BBT 316,2018-09-02,assulf,Lutdisk,2018-09-02 22:02
BBT 310,2018-09-02,jakgun,Syradisk,2018-09-02 20:41
BBT 314,2018-09-03,karada,Syradisk,2018-09-03 12:27
BBT 321,2018-09-03,jircec,Syradisk,2018-09-03 22:00
BBT 311,2018-09-03,karada,Syradisk,2018-09-03 10:48
BBT 305,2018-09-04,jircec,Lutdisk,2018-09-04 04:08
CIP av 321 & 45 Tillsammans,2018-09-04,jircec,Syradisk,2018-09-04 02:34
BBT 306,2018-09-04,leajon,Syradisk,2018-09-04 15:15
BBT 313,2018-09-07,karola,Syradisk,2018-09-07 08:19
BBT 304,2018-09-07,karola,Syradisk,2018-09-07 08:19
BBT 320,2018-09-03,assulf,Syradisk,2018-09-03 01:16
BBT 315,2018-09-07,karola,Syradisk,2018-09-07 08:20
BBT 325,2018-09-07,karola,Lutdisk,2018-09-07 08:20
BBT 315,2018-09-11,karola,Syradisk,2018-09-11 09:55
BBT 323,2018-09-07,karola,Syradisk,2018-09-07 08:20
BBT 314,2018-09-11,karola,Syradisk,2018-09-11 09:55
BBT 317,2018-09-11,karola,Syradisk,2018-09-11 09:56
BBT 321,2018-09-11,karola,Lutdisk,2018-09-11 09:56
CIP av 321 & 45 Tillsammans,2018-09-11,karola,Lutdisk,2018-09-11 09:56
BBT 315,2018-09-11,karola,Lutdisk,2018-09-11 09:56
BBT 312,2018-09-11,karola,Syradisk,2018-09-11 09:57
T45,2018-09-11,karola,Lutdisk,2018-09-11 09:56
BBT 322,2018-09-11,karola,Syradisk,2018-09-11 09:57
BBT 320,2018-09-11,karola,Syradisk,2018-09-11 09:57
BBT 324,2018-09-11,karola,Lutdisk,2018-09-11 09:57
BBT 309,2018-09-12,johper,Lutdisk,2018-09-12 06:28
BBT 304,2018-09-11,andhan,Syradisk,2018-09-11 10:55
BBT 310,2018-09-11,andhan,Lutdisk,2018-09-11 12:57
BBT 325,2018-09-12,arafre,Syradisk,2018-09-12 16:12
Maltax,2018-09-13,arafre,Rengjord,2018-09-13 19:34
BBT 306,2018-09-14,qvamag,Syradisk,2018-09-14 00:58
Aldox,2018-09-14,johper,Syradisk,2018-09-14 14:15
T34,2018-09-14,johper,Syradisk,2018-09-14 08:47
BBT 307,2018-09-11,karola,Syradisk,2018-09-11 09:57
301 Vattentank,2018-09-14,johper,Lutdisk,2018-09-14 14:15
302 Vattentank,2018-09-14,johper,Lutdisk,2018-09-14 15:37
T45,2018-09-14,arafre,Lutdisk,2018-09-14 21:22
Kontrollera BBT:er i Citect,2018-09-14,arafre,Genomförd,2018-09-14 21:23
Lilla balanssystemet (2),2018-09-14,arafre,Lutdisk,2018-09-14 21:23
Stora balanssystemet (1),2018-09-14,arafre,Lutdisk,2018-09-14 21:23
303 Vattentank,2018-09-14,arafre,Lutdisk,2018-09-14 21:24
BBT 318,2018-09-16,assulf,Syradisk,2018-09-16 09:50
Filtret-Veckoavslut,2018-09-14,arafre,Lutsterilning,2018-09-14 21:21
BBT 316,2018-09-16,assulf,Syradisk,2018-09-16 13:28
BBT 305,2018-09-16,assulf,Syradisk,2018-09-16 12:02
BBT 320,2018-09-16,andhan,Syradisk,2018-09-16 23:19
BBT 323,2018-09-17,normar,Syradisk,2018-09-17 07:21
BBT 308,2018-09-17,andhan,Syradisk,2018-09-17 04:21
BBT 314,2018-09-17,mölpet,Lutdisk,2018-09-17 19:52
BBT 309,2018-09-17,mölpet,Syradisk,2018-09-17 21:04
BBT 307,2018-09-17,mölpet,Lutdisk,2018-09-17 18:36
BBT 317,2018-09-16,assulf,Lutdisk,2018-09-16 14:59
BBT 308,2018-09-18,normar,Lutdisk,2018-09-18 05:58
BBT 321,2018-09-18,normar,Syradisk,2018-09-18 07:50
BBT 315,2018-09-18,normar,Syradisk,2018-09-18 09:23
BBT 318,2018-09-18,normar,Lutdisk,2018-09-18 13:27
BBT 304,2018-09-18,karada,Lutdisk,2018-09-18 20:20
BBT 313,2018-09-19,mölpet,Lutdisk,2018-09-19 15:01
BBT 324,2018-09-18,jakgun,Syradisk,2018-09-18 05:08
BBT 315,2018-09-19,jakgun,Syradisk,2018-09-19 23:15
BBT 322,2018-09-20,jakgun,Lutdisk,2018-09-20 05:14
BBT 320,2018-09-20,jakgun,Lutdisk,2018-09-20 05:17
BBT 308,2018-09-20,normar,Syradisk,2018-09-20 08:59
Gurtank T68,2018-09-07,normar,Syradisk,2018-09-07 09:27
Gurtank T66,2018-09-07,normar,Syradisk,2018-09-07 09:27
Filtret Sterilning,2018-09-20,normar,Genomförd,2018-09-20 13:52
BBT 309,2018-09-20,karada,Syradisk,2018-09-20 14:16
T34,2018-09-21,normar,Syradisk,2018-09-21 12:43
BBT 306,2018-09-20,karada,Lutdisk,2018-09-20 21:22
Maltax,2018-09-21,normar,Rengjord,2018-09-21 13:28
T45,2018-09-21,normar,Syradisk,2018-09-21 13:27
BBT 316,2018-09-24,leajon,Lutdisk,2018-09-24 02:15
BBT 317,2018-09-24,leajon,Syradisk,2018-09-24 05:03
Filtret Sterilning,2018-09-24,johper,Genomförd,2018-09-24 20:27
T34,2018-09-24,johper,Lutdisk,2018-09-24 20:45
BBT 318,2018-09-25,leajon,Syradisk,2018-09-25 00:14
BBT 315,2018-09-25,jakgun,Syradisk,2018-09-25 16:11
BBT 313,2018-09-25,jakgun,Syradisk,2018-09-25 14:33
BBT 310,2018-09-25,jakgun,Syradisk,2018-09-25 19:50
T34,2018-09-25,jakgun,Lutdisk,2018-09-25 20:16
Filtret Sterilning,2018-09-25,jakgun,Genomförd,2018-09-25 20:17
BBT 308,2018-09-25,jakgun,Syradisk,2018-09-25 20:19
BBT 322,2018-09-25,jakgun,Syradisk,2018-09-25 21:13
BBT 307,2018-09-26,assulf,Syradisk,2018-09-26 06:39
BBT 311,2018-09-26,leajon,Lutdisk,2018-09-26 04:14
BBT 318,2018-09-26,assulf,Syradisk,2018-09-26 09:22
BBT 320,2018-09-26,johper,Lutdisk,2018-09-26 20:33
BBT 309,2018-09-26,johper,Syradisk,2018-09-26 16:44
Filtret Sterilning,2018-09-26,johper,Genomförd,2018-09-26 21:29
BBT 314,2018-09-27,jircec,Syradisk,2018-09-27 06:09
BBT 324,2018-09-27,jircec,Syradisk,2018-09-27 09:17
BBT 306,2018-09-27,jakgun,Syradisk,2018-09-27 17:26
Filtret Sterilning,2018-09-27,jakgun,Genomförd,2018-09-27 19:42
T34,2018-09-27,jakgun,Lutdisk,2018-09-27 19:43
T34,2018-09-28,johper,Lutdisk,2018-09-28 18:45
T45,2018-09-28,johper,Lutdisk,2018-09-28 18:46
Filtret-Veckoavslut,2018-09-28,johper,Lutsterilning,2018-09-28 18:45
Filtret-Veckoavslut,2018-09-28,johper,Lutsterilning,2018-09-28 20:36
Vattenfilter,2018-09-28,johper,Genomförd,2018-09-28 20:37
Kontrollera BBT:er i Citect,2018-09-28,johper,Genomförd,2018-09-28 20:37
Maltax,2018-09-28,johper,Rengjord,2018-09-28 20:48
Aldox,2018-09-28,johper,Syradisk,2018-09-28 21:00
BBT 323,2018-10-01,mölpet,Lutdisk,2018-10-01 10:00
BBT 309,2018-10-01,normar,Lutdisk,2018-10-01 14:40
BBT 305,2018-10-02,assulf,Lutdisk,2018-10-02 00:03
BBT 318,2018-10-02,mölpet,Syradisk,2018-10-02 08:08
BBT 315,2018-10-02,normar,Lutdisk,2018-10-02 15:28
BBT 311,2018-10-02,normar,Syradisk,2018-10-02 19:59
BBT 304,2018-09-30,jakgun,Syradisk,2018-09-30 10:30
BBT 322,2018-10-02,normar,Syradisk,2018-10-02 21:16
BBT 313,2018-10-02,jircec,Syradisk,2018-10-02 22:44
BBT 307,2018-10-03,jircec,Syradisk,2018-10-03 00:14
BBT 320,2018-10-03,normar,Syradisk,2018-10-03 14:01
BBT 312,2018-10-03,normar,Lutdisk,2018-10-03 19:44
BBT 315,2018-10-04,gusmar,Syradisk,2018-10-04 17:15
BBT 306,2018-10-03,normar,Syradisk,2018-10-03 21:35
BBT 320,2018-10-04,gusmar,Syradisk,2018-10-04 17:16
BBT 324,2018-10-04,gusmar,Lutdisk,2018-10-04 19:55
BBT 310,2018-10-05,mölpet,Lutdisk,2018-10-05 12:36
Maltax,2018-10-05,normar,Rengjord,2018-10-05 19:01
T45,2018-10-05,normar,Syradisk,2018-10-05 23:42
Filtret-Veckoavslut,2018-10-06,normar,Lutsterilning,2018-10-06 01:36
Kontrollera BBT:er i Citect,2018-10-06,normar,Genomförd,2018-10-06 01:36
T34,2018-10-06,normar,Syradisk,2018-10-06 01:37
BBT 314,2018-10-07,normar,Syradisk,2018-10-07 10:33
BBT 318,2018-10-07,normar,Lutdisk,2018-10-07 15:11
BBT 312,2018-10-07,normar,Syradisk,2018-10-07 13:38
BBT 308,2018-10-07,normar,Syradisk,2018-10-07 16:45
BBT 304,2018-10-07,normar,Syradisk,2018-10-07 19:45
BBT 316,2018-10-08,arafre,Syradisk,2018-10-08 17:04
BBT 306,2018-10-09,andhan,Syradisk,2018-10-09 11:16
BBT 315,2018-10-09,andhan,Lutdisk,2018-10-09 13:00
BBT 313,2018-10-09,jircec,Syradisk,2018-10-09 15:40
BBT 311,2018-10-09,jircec,Syradisk,2018-10-09 14:10
BBT 325,2018-10-09,jircec,Lutdisk,2018-10-09 19:48
BBT 305,2018-10-10,arafre,Syradisk,2018-10-10 18:01
BBT 309,2018-10-10,arafre,Syradisk,2018-10-10 16:24
BBT 317,2018-10-10,arafre,Lutdisk,2018-10-10 19:18
BBT 305,2018-10-12,arafre,Lutdisk,2018-10-12 17:35
T34,2018-10-12,arafre,Syradisk,2018-10-12 19:46
T45,2018-10-12,arafre,Syradisk,2018-10-12 19:47
Maltax,2018-10-12,arafre,Rengjord,2018-10-12 19:47
Kontrollera BBT:er i Citect,2018-10-12,arafre,Genomförd,2018-10-12 21:07
Filtret-Veckoavslut,2018-10-12,arafre,Lutsterilning,2018-10-12 21:07
BBT 311,2018-10-14,jircec,Syradisk,2018-10-14 11:26
BBT 323,2018-10-14,jircec,Syradisk,2018-10-14 13:09
BBT 318,2018-10-15,andhan,Syradisk,2018-10-15 03:27
BBT 314,2018-10-14,jircec,Lutdisk,2018-10-14 20:09
BBT 308,2018-10-15,andhan,Lutdisk,2018-10-15 04:46
BBT 305,2018-10-15,leajon,Syradisk,2018-10-15 13:34
BBT 324,2018-10-16,andhan,Syradisk,2018-10-16 00:36
BBT 310,2018-10-16,andhan,Syradisk,2018-10-16 01:53
BBT 325,2018-10-16,qvamag,Syradisk,2018-10-16 15:50
T34,2018-10-17,jakgun,Lutdisk,2018-10-17 05:26
Filtret Sterilning,2018-10-17,jakgun,Genomförd,2018-10-17 05:20
T45,2018-10-17,leajon,Lutdisk,2018-10-17 10:58
CIP av 321 & 45 Tillsammans,2018-10-17,leajon,Lutdisk,2018-10-17 10:57
BBT 321,2018-10-17,leajon,Lutdisk,2018-10-17 10:58
BBT 316,2018-10-17,andhan,Lutdisk,2018-10-17 21:54
BBT 313,2018-10-18,andhan,Lutdisk,2018-10-18 02:04
BBT 304,2018-10-18,leajon,Lutdisk,2018-10-18 06:53
BBT 322,2018-10-18,leajon,Lutdisk,2018-10-18 09:44
BBT 320,2018-10-18,leajon,Lutdisk,2018-10-18 11:11
BBT 319,2018-10-18,leajon,Lutdisk,2018-10-18 11:15
BBT 309,2018-10-19,leajon,Syradisk,2018-10-19 09:58
BBT 315,2018-10-19,leajon,Syradisk,2018-10-19 11:17
Maltax,2018-10-19,karada,Rengjord,2018-10-19 17:11
T34,2018-10-19,karada,Syradisk,2018-10-19 17:12
Vattenfilter,2018-10-19,karada,Genomförd,2018-10-19 17:31
Kontrollera BBT:er i Citect,2018-10-19,karada,Genomförd,2018-10-19 17:30
T45,2018-10-19,karada,Syradisk,2018-10-19 18:19
Filtret-Veckoavslut,2018-10-19,karada,Lutsterilning,2018-10-19 23:06
BBT 311,2018-10-21,qvamag,Lutdisk,2018-10-21 12:54
BBT 317,2018-10-21,qvamag,Syradisk,2018-10-21 19:08
BBT 306,2018-10-21,qvamag,Lutdisk,2018-10-21 21:01
BBT 324,2018-10-22,normar,Syradisk,2018-10-22 02:54
BBT 323,2018-10-22,assulf,Syradisk,2018-10-22 11:44
BBT 307,2018-10-23,assulf,Lutdisk,2018-10-23 11:28
BBT 305,2018-10-23,jakgun,Syradisk,2018-10-23 17:31
BBT 313,2018-10-23,jakgun,Syradisk,2018-10-23 19:04
BBT 320,2018-10-23,jakgun,Syradisk,2018-10-23 20:34
Filtret Sterilning,2018-10-24,normar,Genomförd,2018-10-24 00:00
BBT 319,2018-10-24,andhan,Syradisk,2018-10-24 17:58
BBT 312,2018-10-24,andhan,Syradisk,2018-10-24 20:00
BBT 304,2018-10-25,assulf,Syradisk,2018-10-25 06:22
BBT 308,2018-10-25,assulf,Syradisk,2018-10-25 08:00
BBT 306,2018-10-25,assulf,Syradisk,2018-10-25 10:30
Filtret Sterilning,2018-10-25,jakgun,Genomförd,2018-10-25 21:38
T34,2018-10-25,normar,Syradisk,2018-10-25 22:08
BBT 323,2018-10-25,normar,Lutdisk,2018-10-25 23:00
BBT 315,2018-10-26,normar,Syradisk,2018-10-26 01:00
BBT 324,2018-10-26,normar,Lutdisk,2018-10-26 04:48
Filtret-Veckoavslut,2018-10-26,andhan,Lutsterilning,2018-10-26 18:13
Maltax,2018-10-26,andhan,Rengjord,2018-10-26 18:12
T45,2018-10-26,andhan,Lutdisk,2018-10-26 18:13
T34,2018-10-26,andhan,Lutdisk,2018-10-26 18:13
Vattenfilter,2018-10-27,andhan,Genomförd,2018-10-27 00:01
Kontrollera BBT:er i Citect,2018-10-27,andhan,Genomförd,2018-10-27 00:01
BBT 310,2018-10-28,andhan,Lutdisk,2018-10-28 12:20
BBT 311,2018-10-29,arafre,Syradisk,2018-10-29 01:07
BBT 309,2018-10-29,mölpet,Lutdisk,2018-10-29 12:43
BBT 316,2018-10-29,leajon,Syradisk,2018-10-29 16:33
BBT 305,2018-10-30,karada,Syradisk,2018-10-30 07:55
BBT 313,2018-10-30,karada,Syradisk,2018-10-30 09:07
BBT 325,2018-10-30,karada,Syradisk,2018-10-30 10:22
BBT 314,2018-10-30,arafre,Syradisk,2018-10-30 22:19
Filtret Sterilning,2018-10-31,arafre,Genomförd,2018-10-31 03:37
BBT 315,2018-10-31,karing,Lutdisk,2018-10-31 14:04
BBT 319,2018-10-31,karing,Syradisk,2018-10-31 15:21
BBT 312,2018-10-31,jircec,Lutdisk,2018-10-31 22:46
BBT 322,2018-11-01,gusmar,Syradisk,2018-11-01 16:03
BBT 308,2018-11-01,gusmar,Syradisk,2018-11-01 18:50
BBT 304,2018-11-01,gusmar,Syradisk,2018-11-01 20:47
BBT 307,2018-11-02,mölpet,Syradisk,2018-11-02 06:52
BBT 306,2018-11-02,mölpet,Syradisk,2018-11-02 08:09
BBT 317,2018-11-02,mölpet,Lutdisk,2018-11-02 12:09
Filtret-Veckoavslut,2018-11-03,mölpet,Lutsterilning,2018-11-03 22:00
BBT 323,2018-11-02,gusmar,Syradisk,2018-11-02 22:33
T45,2018-11-03,mölpet,Syradisk,2018-11-03 22:08
BBT 311,2018-11-04,mölpet,Syradisk,2018-11-04 01:33
BBT 325,2018-11-04,gusmar,Syradisk,2018-11-04 16:05
BBT 310,2018-11-04,mölpet,Syradisk,2018-11-04 01:33
BBT 321,2018-11-04,gusmar,Syradisk,2018-11-04 19:37
Filtret Sterilning,2018-11-05,assulf,Genomförd,2018-11-05 18:39
BBT 313,2018-11-06,jakgun,Syradisk,2018-11-06 06:37
BBT 309,2018-11-06,jircec,Syradisk,2018-11-06 17:55
BBT 315,2018-11-06,jakgun,Syradisk,2018-11-06 08:59
BBT 316,2018-11-07,andhan,Syradisk,2018-11-07 09:39
BBT 314,2018-11-07,assulf,Lutdisk,2018-11-07 17:28
BBT 319,2018-11-07,assulf,Syradisk,2018-11-07 17:00
BBT 324,2018-11-08,jircec,Syradisk,2018-11-08 19:49
T45,2018-11-09,assulf,Syradisk,2018-11-09 17:20
BBT 315,2018-11-09,jakgun,Lutdisk,2018-11-09 14:14
T34,2018-11-09,assulf,Syradisk,2018-11-09 19:24
Vattenfilter,2018-11-09,assulf,Genomförd,2018-11-09 18:55
Kontrollera BBT:er i Citect,2018-11-09,assulf,Genomförd,2018-11-09 19:40
Filtret-Veckoavslut,2018-11-09,assulf,Lutsterilning,2018-11-09 19:40
Maltax,2018-11-09,assulf,Rengjord,2018-11-09 19:40
BBT 325,2018-11-11,jircec,Lutdisk,2018-11-11 09:49
BBT 304,2018-11-11,jircec,Lutdisk,2018-11-11 11:23
BBT 307,2018-11-12,andhan,Lutdisk,2018-11-12 00:11
BBT 320,2018-11-12,andhan,Lutdisk,2018-11-12 03:14
BBT 308,2018-11-12,normar,Lutdisk,2018-11-12 08:30
BBT 311,2018-11-12,normar,Lutdisk,2018-11-12 10:16
BBT 306,2018-11-12,normar,Lutdisk,2018-11-12 12:59
BBT 322,2018-11-13,jakgun,Lutdisk,2018-11-13 02:41
BBT 323,2018-11-13,qvamag,Syradisk,2018-11-13 14:06
BBT 309,2018-11-13,qvamag,Syradisk,2018-11-13 19:55
BBT 319,2018-11-14,leajon,Lutdisk,2018-11-14 06:07
BBT 310,2018-11-14,mölpet,Syradisk,2018-11-14 17:26
BBT 313,2018-11-14,mölpet,Lutdisk,2018-11-14 17:28
BBT 305,2018-11-15,jakgun,Lutdisk,2018-11-15 01:06
BBT 317,2018-11-15,jakgun,Syradisk,2018-11-15 04:04
BBT 312,2018-11-15,qvamag,Syradisk,2018-11-15 17:35
BBT 316,2018-11-16,andhan,Lutdisk,2018-11-16 05:13
T45,2018-11-16,mölpet,Lutdisk,2018-11-16 17:18
BBT 315,2018-11-16,leajon,Syradisk,2018-11-16 15:01
Vattenfilter,2018-11-16,mölpet,Genomförd,2018-11-16 17:42
T34,2018-11-16,mölpet,Lutdisk,2018-11-16 18:01
Aldox,2018-11-16,mölpet,Syradisk,2018-11-16 18:35
Maltax,2018-11-16,mölpet,Rengjord,2018-11-16 18:35
Vattenfilter,2018-11-16,mölpet,Genomförd,2018-11-16 18:36
Kontrollera BBT:er i Citect,2018-11-16,mölpet,Genomförd,2018-11-16 18:36
Filtret-Veckoavslut,2018-11-16,mölpet,Lutsterilning,2018-11-16 21:14
Kolsyraledning,2018-11-16,mölpet,Rengjord,2018-11-16 18:53
BBT 310,2018-11-18,qvamag,Lutdisk,2018-11-18 10:44
BBT 311,2018-11-18,qvamag,Syradisk,2018-11-18 12:18
BBT 325,2018-11-18,qvamag,Syradisk,2018-11-18 18:08
BBT 307,2018-11-19,jircec,Syradisk,2018-11-19 08:48
T34,2018-11-19,jircec,Syradisk,2018-11-19 13:41
BBT 322,2018-11-19,andhan,Syradisk,2018-11-19 15:21
BBT 306,2018-11-19,andhan,Syradisk,2018-11-19 18:04
BBT 314,2018-11-20,mårfre,Syradisk,2018-11-20 11:54
BBT 323,2018-11-19,andhan,Lutdisk,2018-11-19 21:28
Filtret Sterilning,2018-11-20,andhan,Genomförd,2018-11-20 21:31
BBT 304,2018-11-22,gusmar,Syradisk,2018-11-22 03:20
BBT 317,2018-11-22,jircec,Syradisk,2018-11-22 10:37
BBT 308,2018-11-22,jircec,Syradisk,2018-11-22 12:31
BBT 312,2018-11-22,andhan,Syradisk,2018-11-22 13:55
BBT 309,2018-11-22,andhan,Lutdisk,2018-11-22 17:22
BBT 316,2018-11-22,karing,Syradisk,2018-11-22 22:04
Filtret-Veckoavslut,2018-11-24,andhan,Lutsterilning,2018-11-24 00:38
BBT 305,2018-11-23,karing,Syradisk,2018-11-23 00:04
T45,2018-11-24,andhan,Syradisk,2018-11-24 01:47
BBT 313,2018-11-24,jircec,Syradisk,2018-11-24 22:30
T34,2018-11-24,andhan,Syradisk,2018-11-24 03:08
BBT 306,2018-11-25,andhan,Syradisk,2018-11-25 15:52
BBT 322,2018-11-26,karada,Syradisk,2018-11-26 10:12
T45,2018-11-26,gusmar,Lutdisk,2018-11-26 18:06
CIP av 321 & 45 Tillsammans,2018-11-26,gusmar,Lutdisk,2018-11-26 19:17
T34,2018-11-26,gusmar,Syradisk,2018-11-26 18:07
BBT 306,2018-11-26,gusmar,Syradisk,2018-11-26 20:45
BBT 321,2018-11-26,gusmar,Lutdisk,2018-11-26 21:45
BBT 323,2018-11-27,qvamag,Syradisk,2018-11-27 08:46
BBT 311,2018-11-28,karada,Syradisk,2018-11-28 12:03
BBT 307,2018-11-27,gusmar,Syradisk,2018-11-27 16:30
BBT 308,2018-11-29,qvamag,Syradisk,2018-11-29 11:24
BBT 320,2018-11-26,jircec,Syradisk,2018-11-26 22:11
BBT 324,2018-11-29,qvamag,Lutdisk,2018-11-29 11:24
BBT 309,2018-11-29,gusmar,Syradisk,2018-11-29 20:16
BBT 312,2018-11-29,gusmar,Lutdisk,2018-11-29 21:44
BBT 317,2018-11-30,karada,Lutdisk,2018-11-30 10:02
BBT 304,2018-11-30,gusmar,Syradisk,2018-11-30 16:58
BBT 308,2018-11-30,gusmar,Lutdisk,2018-11-30 18:48
Kontrollera BBT:er i Citect,2018-12-01,gusmar,Genomförd,2018-12-01 00:56
BBT 305,2018-11-30,gusmar,Syradisk,2018-11-30 20:54
Filtret Sterilning,2018-12-01,gusmar,Genomförd,2018-12-01 01:50
Maltax,2018-12-01,gusmar,Rengjord,2018-12-01 02:08
T34,2018-12-01,gusmar,Syradisk,2018-12-01 02:12
T45,2018-12-02,leajon,Syradisk,2018-12-02 06:10
BBT 315,2018-12-02,leajon,Lutdisk,2018-12-02 08:53
BBT 316,2018-12-02,leajon,Syradisk,2018-12-02 17:19
BBT 310,2018-12-03,qvamag,Syradisk,2018-12-03 04:06
BBT 304,2018-12-03,jakgun,Lutdisk,2018-12-03 06:32
BBT 312,2018-12-03,jakgun,Syradisk,2018-12-03 07:41
BBT 317,2018-12-03,jakgun,Syradisk,2018-12-03 09:19
BBT 323,2018-12-03,jakgun,Syradisk,2018-12-03 11:07
BBT 324,2018-12-03,jakgun,Syradisk,2018-12-03 12:27
BBT 314,2018-12-04,karada,Lutdisk,2018-12-04 03:04
BBT 322,2018-12-04,jakgun,Syradisk,2018-12-04 06:21
BBT 322,2018-12-04,jakgun,Lutdisk,2018-12-04 06:22
BBT 305,2018-12-04,jakgun,Lutdisk,2018-12-04 10:16
Filtret-Veckoavslut,2018-12-04,assulf,Lutsterilning,2018-12-04 16:21
BBT 320,2018-12-05,qvamag,Lutdisk,2018-12-05 00:36
BBT 304,2018-12-05,jakgun,Syradisk,2018-12-05 08:41
BBT 325,2018-12-05,jakgun,Lutdisk,2018-12-05 09:58
BBT 313,2018-12-06,karada,Lutdisk,2018-12-06 05:10
BBT 308,2018-12-05,arafre,Syradisk,2018-12-05 16:52
BBT 305,2018-12-06,jakgun,Syradisk,2018-12-06 08:03
BBT 319,2018-12-06,jakgun,Lutdisk,2018-12-06 09:40
BBT 314,2018-12-06,jircec,Lutdisk,2018-12-06 20:28
BBT 309,2018-12-06,qvamag,Syradisk,2018-12-06 23:03
BBT 315,2018-12-07,arafre,Syradisk,2018-12-07 16:13
BBT 312,2018-12-07,arafre,Syradisk,2018-12-07 17:38
BBT 308,2018-12-07,arafre,Syradisk,2018-12-07 22:22
T34,2018-12-08,arafre,Syradisk,2018-12-08 03:20
T45,2018-12-08,arafre,Syradisk,2018-12-08 03:20
Maltax,2018-12-08,arafre,Rengjord,2018-12-08 03:20
Kontrollera BBT:er i Citect,2018-12-08,arafre,Genomförd,2018-12-08 03:20
BBT 305,2018-12-10,andhan,Syradisk,2018-12-10 01:13
BBT 317,2018-12-10,gusmar,Syradisk,2018-12-10 11:06
BBT 324,2018-12-10,gusmar,Syradisk,2018-12-10 13:33
BBT 306,2018-12-10,karada,Lutdisk,2018-12-10 14:55
BBT 311,2018-12-11,qvamag,Lutdisk,2018-12-11 15:13
BBT 310,2018-12-11,qvamag,Lutdisk,2018-12-11 19:26
BBT 306,2018-12-12,andhan,Syradisk,2018-12-12 05:23
T34,2018-12-12,gusmar,Syradisk,2018-12-12 13:41
BBT 304,2018-12-12,gusmar,Syradisk,2018-12-12 08:47
Filtret Sterilning,2018-12-12,karada,Genomförd,2018-12-12 14:11
BBT 305,2018-12-12,karada,Syradisk,2018-12-12 16:27
BBT 317,2018-12-12,karada,Syradisk,2018-12-12 20:20
BBT 312,2018-12-13,jakgun,Syradisk,2018-12-13 00:12
BBT 325,2018-12-13,jakgun,Syradisk,2018-12-13 01:47
BBT 320,2018-12-13,karing,Syradisk,2018-12-13 06:58
BBT 316,2018-12-13,karing,Lutdisk,2018-12-13 11:57
BBT 309,2018-12-13,karing,Syradisk,2018-12-13 11:57
BBT 323,2018-12-13,qvamag,Lutdisk,2018-12-13 17:47
BBT 311,2018-12-13,andhan,Syradisk,2018-12-13 22:01
BBT 314,2018-12-13,andhan,Syradisk,2018-12-13 23:17
BBT 319,2018-12-14,gusmar,Syradisk,2018-12-14 15:51
BBT 312,2018-12-14,andhan,Lutdisk,2018-12-14 00:37
T34,2018-12-14,qvamag,Lutdisk,2018-12-14 20:19
Kontrollera BBT:er i Citect,2018-12-14,qvamag,Genomförd,2018-12-14 21:11
Filtret Sterilning,2018-12-14,qvamag,Genomförd,2018-12-14 21:11
T45,2018-12-14,qvamag,Syradisk,2018-12-14 21:12
Maltax,2018-12-14,qvamag,Rengjord,2018-12-14 21:12
Gurtank T66,2018-12-15,qvamag,Syradisk,2018-12-15 00:11
Gurtank T67,2018-12-15,qvamag,Syradisk,2018-12-15 00:55
BBT 315,2018-12-16,karada,Syradisk,2018-12-16 10:24
BBT 322,2018-12-16,karada,Syradisk,2018-12-16 16:11
BBT 308,2018-12-17,assulf,Syradisk,2018-12-17 05:55
BBT 304,2018-12-16,karada,Syradisk,2018-12-16 20:56
BBT 319,2018-12-17,jakgun,Syradisk,2018-12-17 16:30
BBT 324,2018-12-17,jakgun,Syradisk,2018-12-17 19:41
BBT 323,2018-12-19,jakgun,Syradisk,2018-12-19 14:03
BBT 311,2018-12-19,jakgun,Syradisk,2018-12-19 20:53
